image_path,similar_images,label,features
data/uob_image_set/15844271/15844271_1.jpg,"['data/uob_image_set/15844271/15844271_3.jpg', 'data/uob_image_set/15844271/15844271_4.jpg', 'data/uob_image_set/15844271/15844271_2.jpg', 'data/uob_image_set/15844271/15844271_0.jpg']",15844271,"{'mean': 187.35505922038982, 'mode_red': 236, 'mode_green': 235, 'mode_blue': 233}"
data/uob_image_set/15844271/15844271_0.jpg,"['data/uob_image_set/15844271/15844271_3.jpg', 'data/uob_image_set/15844271/15844271_1.jpg', 'data/uob_image_set/15844271/15844271_4.jpg', 'data/uob_image_set/15844271/15844271_2.jpg']",15844271,"{'mean': 157.49350349825087, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15844271/15844271_3.jpg,"['data/uob_image_set/15844271/15844271_1.jpg', 'data/uob_image_set/15844271/15844271_4.jpg', 'data/uob_image_set/15844271/15844271_2.jpg', 'data/uob_image_set/15844271/15844271_0.jpg']",15844271,"{'mean': 192.18094377811096, 'mode_red': 236, 'mode_green': 235, 'mode_blue': 233}"
data/uob_image_set/15844271/15844271_4.jpg,"['data/uob_image_set/15844271/15844271_3.jpg', 'data/uob_image_set/15844271/15844271_1.jpg', 'data/uob_image_set/15844271/15844271_2.jpg', 'data/uob_image_set/15844271/15844271_0.jpg']",15844271,"{'mean': 19.403479260369814, 'mode_red': 2, 'mode_green': 2, 'mode_blue': 2}"
data/uob_image_set/15660943/15660943_2.jpg,"['data/uob_image_set/15660943/15660943_0.jpg', 'data/uob_image_set/15660943/15660943_3.jpg', 'data/uob_image_set/15660943/15660943_4.jpg', 'data/uob_image_set/15660943/15660943_1.jpg']",15660943,"{'mean': 195.50815467266366, 'mode_red': 239, 'mode_green': 237, 'mode_blue': 238}"
data/uob_image_set/15660943/15660943_1.jpg,"['data/uob_image_set/15660943/15660943_0.jpg', 'data/uob_image_set/15660943/15660943_3.jpg', 'data/uob_image_set/15660943/15660943_4.jpg', 'data/uob_image_set/15660943/15660943_2.jpg']",15660943,"{'mean': 191.55629335332333, 'mode_red': 239, 'mode_green': 237, 'mode_blue': 234}"
data/uob_image_set/15660943/15660943_3.jpg,"['data/uob_image_set/15660943/15660943_0.jpg', 'data/uob_image_set/15660943/15660943_4.jpg', 'data/uob_image_set/15660943/15660943_2.jpg', 'data/uob_image_set/15660943/15660943_1.jpg']",15660943,"{'mean': 183.75042978510746, 'mode_red': 239, 'mode_green': 237, 'mode_blue': 238}"
data/uob_image_set/15660943/15660943_4.jpg,"['data/uob_image_set/15660943/15660943_3.jpg', 'data/uob_image_set/15660943/15660943_0.jpg', 'data/uob_image_set/15660943/15660943_2.jpg', 'data/uob_image_set/15660943/15660943_1.jpg']",15660943,"{'mean': 35.014580459770116, 'mode_red': 17, 'mode_green': 8, 'mode_blue': 17}"
data/uob_image_set/15660943/15660943_0.jpg,"['data/uob_image_set/15660943/15660943_3.jpg', 'data/uob_image_set/15660943/15660943_4.jpg', 'data/uob_image_set/15660943/15660943_2.jpg', 'data/uob_image_set/15660943/15660943_1.jpg']",15660943,"{'mean': 127.73735407296351, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/16319553/16319553_2.jpg,"['data/uob_image_set/16319553/16319553_4.jpg', 'data/uob_image_set/16319553/16319553_0.jpg', 'data/uob_image_set/16319553/16319553_1.jpg', 'data/uob_image_set/16319553/16319553_3.jpg']",16319553,"{'mean': 187.41831309345326, 'mode_red': 239, 'mode_green': 238, 'mode_blue': 236}"
data/uob_image_set/16319553/16319553_4.jpg,"['data/uob_image_set/16319553/16319553_2.jpg', 'data/uob_image_set/16319553/16319553_0.jpg', 'data/uob_image_set/16319553/16319553_1.jpg', 'data/uob_image_set/16319553/16319553_3.jpg']",16319553,"{'mean': 56.68942778610695, 'mode_red': 39, 'mode_green': 45, 'mode_blue': 59}"
data/uob_image_set/16319553/16319553_1.jpg,"['data/uob_image_set/16319553/16319553_4.jpg', 'data/uob_image_set/16319553/16319553_2.jpg', 'data/uob_image_set/16319553/16319553_0.jpg', 'data/uob_image_set/16319553/16319553_3.jpg']",16319553,"{'mean': 210.7908828085957, 'mode_red': 239, 'mode_green': 238, 'mode_blue': 236}"
data/uob_image_set/16319553/16319553_0.jpg,"['data/uob_image_set/16319553/16319553_4.jpg', 'data/uob_image_set/16319553/16319553_2.jpg', 'data/uob_image_set/16319553/16319553_1.jpg', 'data/uob_image_set/16319553/16319553_3.jpg']",16319553,"{'mean': 187.1011411794103, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/16319553/16319553_3.jpg,"['data/uob_image_set/16319553/16319553_4.jpg', 'data/uob_image_set/16319553/16319553_2.jpg', 'data/uob_image_set/16319553/16319553_0.jpg', 'data/uob_image_set/16319553/16319553_1.jpg']",16319553,"{'mean': 183.76052373813093, 'mode_red': 239, 'mode_green': 238, 'mode_blue': 236}"
data/uob_image_set/13057271/13057271_2.jpg,"['data/uob_image_set/13057271/13057271_3.jpg', 'data/uob_image_set/13057271/13057271_1.jpg', 'data/uob_image_set/13057271/13057271_0.jpg']",13057271,"{'mean': 225.81428610694653, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/13057271/13057271_3.jpg,"['data/uob_image_set/13057271/13057271_1.jpg', 'data/uob_image_set/13057271/13057271_2.jpg', 'data/uob_image_set/13057271/13057271_0.jpg']",13057271,"{'mean': 224.05599725137432, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/13057271/13057271_1.jpg,"['data/uob_image_set/13057271/13057271_3.jpg', 'data/uob_image_set/13057271/13057271_2.jpg', 'data/uob_image_set/13057271/13057271_0.jpg']",13057271,"{'mean': 131.8624947526237, 'mode_red': 251, 'mode_green': 251, 'mode_blue': 251}"
data/uob_image_set/13057271/13057271_0.jpg,"['data/uob_image_set/13057271/13057271_3.jpg', 'data/uob_image_set/13057271/13057271_1.jpg', 'data/uob_image_set/13057271/13057271_2.jpg']",13057271,"{'mean': 250.67153223388306, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/14316000/14316000_4.jpg,"['data/uob_image_set/14316000/14316000_3.jpg', 'data/uob_image_set/14316000/14316000_1.jpg', 'data/uob_image_set/14316000/14316000_0.jpg', 'data/uob_image_set/14316000/14316000_2.jpg']",14316000,"{'mean': 235.4656896551724, 'mode_red': 251, 'mode_green': 249, 'mode_blue': 246}"
data/uob_image_set/14316000/14316000_2.jpg,"['data/uob_image_set/14316000/14316000_3.jpg', 'data/uob_image_set/14316000/14316000_1.jpg', 'data/uob_image_set/14316000/14316000_4.jpg', 'data/uob_image_set/14316000/14316000_0.jpg']",14316000,"{'mean': 216.85334857571215, 'mode_red': 244, 'mode_green': 243, 'mode_blue': 241}"
data/uob_image_set/14316000/14316000_1.jpg,"['data/uob_image_set/14316000/14316000_3.jpg', 'data/uob_image_set/14316000/14316000_4.jpg', 'data/uob_image_set/14316000/14316000_0.jpg', 'data/uob_image_set/14316000/14316000_2.jpg']",14316000,"{'mean': 216.4466191904048, 'mode_red': 233, 'mode_green': 241, 'mode_blue': 239}"
data/uob_image_set/14316000/14316000_0.jpg,"['data/uob_image_set/14316000/14316000_3.jpg', 'data/uob_image_set/14316000/14316000_1.jpg', 'data/uob_image_set/14316000/14316000_4.jpg', 'data/uob_image_set/14316000/14316000_2.jpg']",14316000,"{'mean': 240.63418065967016, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/14316000/14316000_3.jpg,"['data/uob_image_set/14316000/14316000_1.jpg', 'data/uob_image_set/14316000/14316000_4.jpg', 'data/uob_image_set/14316000/14316000_0.jpg', 'data/uob_image_set/14316000/14316000_2.jpg']",14316000,"{'mean': 219.73121664167917, 'mode_red': 243, 'mode_green': 241, 'mode_blue': 241}"
data/uob_image_set/16068040/16068040_0.jpg,"['data/uob_image_set/16068040/16068040_1.jpg', 'data/uob_image_set/16068040/16068040_3.jpg', 'data/uob_image_set/16068040/16068040_2.jpg']",16068040,"{'mean': 192.86500949525237, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/16068040/16068040_3.jpg,"['data/uob_image_set/16068040/16068040_2.jpg', 'data/uob_image_set/16068040/16068040_0.jpg', 'data/uob_image_set/16068040/16068040_1.jpg']",16068040,"{'mean': 211.71552348825588, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/16068040/16068040_1.jpg,"['data/uob_image_set/16068040/16068040_3.jpg', 'data/uob_image_set/16068040/16068040_0.jpg', 'data/uob_image_set/16068040/16068040_2.jpg']",16068040,"{'mean': 202.05047876061968, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/16068040/16068040_2.jpg,"['data/uob_image_set/16068040/16068040_3.jpg', 'data/uob_image_set/16068040/16068040_0.jpg', 'data/uob_image_set/16068040/16068040_1.jpg']",16068040,"{'mean': 193.46292103948025, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/16182318/16182318_4.jpg,"['data/uob_image_set/16182318/16182318_1.jpg', 'data/uob_image_set/16182318/16182318_2.jpg', 'data/uob_image_set/16182318/16182318_3.jpg', 'data/uob_image_set/16182318/16182318_0.jpg']",16182318,"{'mean': 89.62719740129936, 'mode_red': 15, 'mode_green': 17, 'mode_blue': 23}"
data/uob_image_set/16182318/16182318_0.jpg,"['data/uob_image_set/16182318/16182318_4.jpg', 'data/uob_image_set/16182318/16182318_2.jpg', 'data/uob_image_set/16182318/16182318_3.jpg', 'data/uob_image_set/16182318/16182318_1.jpg']",16182318,"{'mean': 79.74245177411295, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/16182318/16182318_1.jpg,"['data/uob_image_set/16182318/16182318_4.jpg', 'data/uob_image_set/16182318/16182318_2.jpg', 'data/uob_image_set/16182318/16182318_3.jpg', 'data/uob_image_set/16182318/16182318_0.jpg']",16182318,"{'mean': 193.77315417291354, 'mode_red': 239, 'mode_green': 237, 'mode_blue': 236}"
data/uob_image_set/16182318/16182318_3.jpg,"['data/uob_image_set/16182318/16182318_4.jpg', 'data/uob_image_set/16182318/16182318_2.jpg', 'data/uob_image_set/16182318/16182318_0.jpg', 'data/uob_image_set/16182318/16182318_1.jpg']",16182318,"{'mean': 141.27404622688655, 'mode_red': 248, 'mode_green': 246, 'mode_blue': 247}"
data/uob_image_set/16182318/16182318_2.jpg,"['data/uob_image_set/16182318/16182318_4.jpg', 'data/uob_image_set/16182318/16182318_1.jpg', 'data/uob_image_set/16182318/16182318_3.jpg', 'data/uob_image_set/16182318/16182318_0.jpg']",16182318,"{'mean': 149.76295027486256, 'mode_red': 248, 'mode_green': 246, 'mode_blue': 247}"
data/uob_image_set/15986983/15986983_1.jpg,"['data/uob_image_set/15986983/15986983_0.jpg', 'data/uob_image_set/15986983/15986983_2.jpg']",15986983,"{'mean': 166.56792353823087, 'mode_red': 236, 'mode_green': 236, 'mode_blue': 238}"
data/uob_image_set/15986983/15986983_0.jpg,"['data/uob_image_set/15986983/15986983_2.jpg', 'data/uob_image_set/15986983/15986983_1.jpg']",15986983,"{'mean': 168.51225412293854, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15986983/15986983_2.jpg,"['data/uob_image_set/15986983/15986983_0.jpg', 'data/uob_image_set/15986983/15986983_1.jpg']",15986983,"{'mean': 120.00992403798101, 'mode_red': 235, 'mode_green': 235, 'mode_blue': 237}"
data/uob_image_set/14769105/14769105_2.jpg,"['data/uob_image_set/14769105/14769105_3.jpg', 'data/uob_image_set/14769105/14769105_4.jpg', 'data/uob_image_set/14769105/14769105_1.jpg', 'data/uob_image_set/14769105/14769105_0.jpg']",14769105,"{'mean': 204.4996131934033, 'mode_red': 242, 'mode_green': 241, 'mode_blue': 239}"
data/uob_image_set/14769105/14769105_4.jpg,"['data/uob_image_set/14769105/14769105_3.jpg', 'data/uob_image_set/14769105/14769105_1.jpg', 'data/uob_image_set/14769105/14769105_0.jpg', 'data/uob_image_set/14769105/14769105_2.jpg']",14769105,"{'mean': 168.74249900049975, 'mode_red': 242, 'mode_green': 239, 'mode_blue': 241}"
data/uob_image_set/14769105/14769105_1.jpg,"['data/uob_image_set/14769105/14769105_3.jpg', 'data/uob_image_set/14769105/14769105_4.jpg', 'data/uob_image_set/14769105/14769105_2.jpg', 'data/uob_image_set/14769105/14769105_0.jpg']",14769105,"{'mean': 200.91900674662668, 'mode_red': 239, 'mode_green': 238, 'mode_blue': 248}"
data/uob_image_set/14769105/14769105_0.jpg,"['data/uob_image_set/14769105/14769105_3.jpg', 'data/uob_image_set/14769105/14769105_4.jpg', 'data/uob_image_set/14769105/14769105_1.jpg', 'data/uob_image_set/14769105/14769105_2.jpg']",14769105,"{'mean': 223.16059945027487, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/14769105/14769105_3.jpg,"['data/uob_image_set/14769105/14769105_4.jpg', 'data/uob_image_set/14769105/14769105_1.jpg', 'data/uob_image_set/14769105/14769105_0.jpg', 'data/uob_image_set/14769105/14769105_2.jpg']",14769105,"{'mean': 203.1662656171914, 'mode_red': 240, 'mode_green': 239, 'mode_blue': 237}"
data/uob_image_set/16282971/16282971_3.jpg,"['data/uob_image_set/16282971/16282971_4.jpg', 'data/uob_image_set/16282971/16282971_0.jpg', 'data/uob_image_set/16282971/16282971_2.jpg', 'data/uob_image_set/16282971/16282971_1.jpg']",16282971,"{'mean': 152.46974762618692, 'mode_red': 248, 'mode_green': 248, 'mode_blue': 248}"
data/uob_image_set/16282971/16282971_0.jpg,"['data/uob_image_set/16282971/16282971_1.jpg', 'data/uob_image_set/16282971/16282971_4.jpg', 'data/uob_image_set/16282971/16282971_2.jpg', 'data/uob_image_set/16282971/16282971_3.jpg']",16282971,"{'mean': 107.38181109445277, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/16282971/16282971_1.jpg,"['data/uob_image_set/16282971/16282971_4.jpg', 'data/uob_image_set/16282971/16282971_0.jpg', 'data/uob_image_set/16282971/16282971_2.jpg', 'data/uob_image_set/16282971/16282971_3.jpg']",16282971,"{'mean': 219.82153598200898, 'mode_red': 242, 'mode_green': 241, 'mode_blue': 249}"
data/uob_image_set/16282971/16282971_4.jpg,"['data/uob_image_set/16282971/16282971_1.jpg', 'data/uob_image_set/16282971/16282971_0.jpg', 'data/uob_image_set/16282971/16282971_2.jpg', 'data/uob_image_set/16282971/16282971_3.jpg']",16282971,"{'mean': 73.94356971514243, 'mode_red': 62, 'mode_green': 74, 'mode_blue': 246}"
data/uob_image_set/16282971/16282971_2.jpg,"['data/uob_image_set/16282971/16282971_1.jpg', 'data/uob_image_set/16282971/16282971_4.jpg', 'data/uob_image_set/16282971/16282971_0.jpg', 'data/uob_image_set/16282971/16282971_3.jpg']",16282971,"{'mean': 150.666948025987, 'mode_red': 248, 'mode_green': 248, 'mode_blue': 248}"
data/uob_image_set/13792370/13792370_2.jpg,"['data/uob_image_set/13792370/13792370_0.jpg', 'data/uob_image_set/13792370/13792370_1.jpg', 'data/uob_image_set/13792370/13792370_3.jpg']",13792370,"{'mean': 225.2495744627686, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/13792370/13792370_1.jpg,"['data/uob_image_set/13792370/13792370_2.jpg', 'data/uob_image_set/13792370/13792370_3.jpg', 'data/uob_image_set/13792370/13792370_0.jpg']",13792370,"{'mean': 229.1441384307846, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/13792370/13792370_3.jpg,"['data/uob_image_set/13792370/13792370_2.jpg', 'data/uob_image_set/13792370/13792370_1.jpg', 'data/uob_image_set/13792370/13792370_0.jpg']",13792370,"{'mean': 217.02750899550225, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/13792370/13792370_0.jpg,"['data/uob_image_set/13792370/13792370_2.jpg', 'data/uob_image_set/13792370/13792370_1.jpg', 'data/uob_image_set/13792370/13792370_3.jpg']",13792370,"{'mean': 225.4905404797601, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15055310/15055310_0.jpg,"['data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_4.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_2.jpg']",15055310,"{'mean': 203.7585304847576, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15055310/15055310_4.jpg,"['data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_2.jpg']",15055310,"{'mean': 115.47028235882058, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15055310/15055310_3.jpg,"['data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_4.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_2.jpg']",15055310,"{'mean': 116.61204697651175, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15055310/15055310_2.jpg,"['data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_4.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_3.jpg']",15055310,"{'mean': 192.47968615692153, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15055310/15055310_1.jpg,"['data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_4.jpg', 'data/uob_image_set/15055310/15055310_2.jpg']",15055310,"{'mean': 213.93352498750625, 'mode_red': 243, 'mode_green': 243, 'mode_blue': 247}"
data/uob_image_set/14721611/14721611_4.jpg,"['data/uob_image_set/14721611/14721611_2.jpg', 'data/uob_image_set/14721611/14721611_1.jpg', 'data/uob_image_set/14721611/14721611_0.jpg', 'data/uob_image_set/14721611/14721611_3.jpg']",14721611,"{'mean': 209.35096051974014, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/14721611/14721611_0.jpg,"['data/uob_image_set/14721611/14721611_2.jpg', 'data/uob_image_set/14721611/14721611_4.jpg', 'data/uob_image_set/14721611/14721611_1.jpg', 'data/uob_image_set/14721611/14721611_3.jpg']",14721611,"{'mean': 228.3511711644178, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/14721611/14721611_3.jpg,"['data/uob_image_set/14721611/14721611_2.jpg', 'data/uob_image_set/14721611/14721611_4.jpg', 'data/uob_image_set/14721611/14721611_1.jpg', 'data/uob_image_set/14721611/14721611_0.jpg']",14721611,"{'mean': 216.2242676161919, 'mode_red': 233, 'mode_green': 232, 'mode_blue': 228}"
data/uob_image_set/14721611/14721611_2.jpg,"['data/uob_image_set/14721611/14721611_4.jpg', 'data/uob_image_set/14721611/14721611_1.jpg', 'data/uob_image_set/14721611/14721611_0.jpg', 'data/uob_image_set/14721611/14721611_3.jpg']",14721611,"{'mean': 213.75626236881558, 'mode_red': 233, 'mode_green': 232, 'mode_blue': 228}"
data/uob_image_set/14721611/14721611_1.jpg,"['data/uob_image_set/14721611/14721611_2.jpg', 'data/uob_image_set/14721611/14721611_4.jpg', 'data/uob_image_set/14721611/14721611_0.jpg', 'data/uob_image_set/14721611/14721611_3.jpg']",14721611,"{'mean': 217.06516766616693, 'mode_red': 232, 'mode_green': 241, 'mode_blue': 241}"
data/uob_image_set/13474868/13474868_3.jpg,"['data/uob_image_set/13474868/13474868_0.jpg', 'data/uob_image_set/13474868/13474868_1.jpg', 'data/uob_image_set/13474868/13474868_2.jpg']",13474868,"{'mean': 252.6663063468266, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/13474868/13474868_1.jpg,"['data/uob_image_set/13474868/13474868_0.jpg', 'data/uob_image_set/13474868/13474868_2.jpg', 'data/uob_image_set/13474868/13474868_3.jpg']",13474868,"{'mean': 159.08041104447776, 'mode_red': 227, 'mode_green': 224, 'mode_blue': 233}"
data/uob_image_set/13474868/13474868_2.jpg,"['data/uob_image_set/13474868/13474868_0.jpg', 'data/uob_image_set/13474868/13474868_1.jpg', 'data/uob_image_set/13474868/13474868_3.jpg']",13474868,"{'mean': 252.87786381809096, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/13474868/13474868_0.jpg,"['data/uob_image_set/13474868/13474868_1.jpg', 'data/uob_image_set/13474868/13474868_2.jpg', 'data/uob_image_set/13474868/13474868_3.jpg']",13474868,"{'mean': 254.6283828085957, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15843632/15843632_2.jpg,"['data/uob_image_set/15843632/15843632_0.jpg', 'data/uob_image_set/15843632/15843632_1.jpg', 'data/uob_image_set/15843632/15843632_3.jpg']",15843632,"{'mean': 196.85303498250875, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15843632/15843632_3.jpg,"['data/uob_image_set/15843632/15843632_0.jpg', 'data/uob_image_set/15843632/15843632_2.jpg', 'data/uob_image_set/15843632/15843632_1.jpg']",15843632,"{'mean': 227.3827356321839, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15843632/15843632_1.jpg,"['data/uob_image_set/15843632/15843632_0.jpg', 'data/uob_image_set/15843632/15843632_2.jpg', 'data/uob_image_set/15843632/15843632_3.jpg']",15843632,"{'mean': 203.3181076961519, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15843632/15843632_0.jpg,"['data/uob_image_set/15843632/15843632_2.jpg', 'data/uob_image_set/15843632/15843632_1.jpg', 'data/uob_image_set/15843632/15843632_3.jpg']",15843632,"{'mean': 197.12224937531235, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15615907/15615907_1.jpg,"['data/uob_image_set/15615907/15615907_0.jpg', 'data/uob_image_set/15615907/15615907_3.jpg', 'data/uob_image_set/15615907/15615907_2.jpg']",15615907,"{'mean': 218.35844652673663, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15615907/15615907_0.jpg,"['data/uob_image_set/15615907/15615907_1.jpg', 'data/uob_image_set/15615907/15615907_2.jpg', 'data/uob_image_set/15615907/15615907_3.jpg']",15615907,"{'mean': 237.8037083958021, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15615907/15615907_3.jpg,"['data/uob_image_set/15615907/15615907_0.jpg', 'data/uob_image_set/15615907/15615907_1.jpg', 'data/uob_image_set/15615907/15615907_2.jpg']",15615907,"{'mean': 227.39532183908045, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15615907/15615907_2.jpg,"['data/uob_image_set/15615907/15615907_1.jpg', 'data/uob_image_set/15615907/15615907_0.jpg', 'data/uob_image_set/15615907/15615907_3.jpg']",15615907,"{'mean': 223.52179135432283, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15789760/15789760_0.jpg,"['data/uob_image_set/15789760/15789760_1.jpg', 'data/uob_image_set/15789760/15789760_2.jpg']",15789760,"{'mean': 241.42272463768117, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15789760/15789760_2.jpg,"['data/uob_image_set/15789760/15789760_0.jpg', 'data/uob_image_set/15789760/15789760_1.jpg']",15789760,"{'mean': 221.2306411794103, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/15789760/15789760_1.jpg,"['data/uob_image_set/15789760/15789760_0.jpg', 'data/uob_image_set/15789760/15789760_2.jpg']",15789760,"{'mean': 250.06928535732135, 'mode_red': 255, 'mode_green': 255, 'mode_blue': 255}"
data/uob_image_set/14088016/14088016_3.jpg,"['data/uob_image_set/14088016/14088016_1.jpg', 'data/uob_image_set/14088016/14088016_0.jpg', 'data/uob_image_set/14088016/14088016_4.jpg', 'data/uob_image_set/14088016/14088016_2.jpg']",14088016,"{'mean': 204.13869415292353, 'mode_red': 242, 'mode_green': 242, 'mode_blue': 240}"
