image_path,similar_images,label
data/uob_image_set/15844271/15844271_1.jpg,"['data/uob_image_set/15844271/15844271_0.jpg', 'data/uob_image_set/15844271/15844271_4.jpg', 'data/uob_image_set/15844271/15844271_3.jpg', 'data/uob_image_set/15844271/15844271_2.jpg']",15844271
data/uob_image_set/15844271/15844271_0.jpg,"['data/uob_image_set/15844271/15844271_4.jpg', 'data/uob_image_set/15844271/15844271_1.jpg', 'data/uob_image_set/15844271/15844271_3.jpg', 'data/uob_image_set/15844271/15844271_2.jpg']",15844271
data/uob_image_set/15844271/15844271_3.jpg,"['data/uob_image_set/15844271/15844271_0.jpg', 'data/uob_image_set/15844271/15844271_1.jpg', 'data/uob_image_set/15844271/15844271_4.jpg', 'data/uob_image_set/15844271/15844271_2.jpg']",15844271
data/uob_image_set/15844271/15844271_4.jpg,"['data/uob_image_set/15844271/15844271_0.jpg', 'data/uob_image_set/15844271/15844271_1.jpg', 'data/uob_image_set/15844271/15844271_3.jpg', 'data/uob_image_set/15844271/15844271_2.jpg']",15844271
data/uob_image_set/15660943/15660943_2.jpg,"['data/uob_image_set/15660943/15660943_0.jpg', 'data/uob_image_set/15660943/15660943_4.jpg', 'data/uob_image_set/15660943/15660943_3.jpg', 'data/uob_image_set/15660943/15660943_1.jpg']",15660943
data/uob_image_set/15660943/15660943_1.jpg,"['data/uob_image_set/15660943/15660943_0.jpg', 'data/uob_image_set/15660943/15660943_2.jpg', 'data/uob_image_set/15660943/15660943_4.jpg', 'data/uob_image_set/15660943/15660943_3.jpg']",15660943
data/uob_image_set/15660943/15660943_3.jpg,"['data/uob_image_set/15660943/15660943_0.jpg', 'data/uob_image_set/15660943/15660943_2.jpg', 'data/uob_image_set/15660943/15660943_4.jpg', 'data/uob_image_set/15660943/15660943_1.jpg']",15660943
data/uob_image_set/15660943/15660943_4.jpg,"['data/uob_image_set/15660943/15660943_0.jpg', 'data/uob_image_set/15660943/15660943_2.jpg', 'data/uob_image_set/15660943/15660943_3.jpg', 'data/uob_image_set/15660943/15660943_1.jpg']",15660943
data/uob_image_set/15660943/15660943_0.jpg,"['data/uob_image_set/15660943/15660943_2.jpg', 'data/uob_image_set/15660943/15660943_4.jpg', 'data/uob_image_set/15660943/15660943_3.jpg', 'data/uob_image_set/15660943/15660943_1.jpg']",15660943
data/uob_image_set/16319553/16319553_2.jpg,"['data/uob_image_set/16319553/16319553_0.jpg', 'data/uob_image_set/16319553/16319553_3.jpg', 'data/uob_image_set/16319553/16319553_4.jpg', 'data/uob_image_set/16319553/16319553_1.jpg']",16319553
data/uob_image_set/16319553/16319553_4.jpg,"['data/uob_image_set/16319553/16319553_2.jpg', 'data/uob_image_set/16319553/16319553_0.jpg', 'data/uob_image_set/16319553/16319553_3.jpg', 'data/uob_image_set/16319553/16319553_1.jpg']",16319553
data/uob_image_set/16319553/16319553_1.jpg,"['data/uob_image_set/16319553/16319553_2.jpg', 'data/uob_image_set/16319553/16319553_0.jpg', 'data/uob_image_set/16319553/16319553_3.jpg', 'data/uob_image_set/16319553/16319553_4.jpg']",16319553
data/uob_image_set/16319553/16319553_0.jpg,"['data/uob_image_set/16319553/16319553_2.jpg', 'data/uob_image_set/16319553/16319553_3.jpg', 'data/uob_image_set/16319553/16319553_4.jpg', 'data/uob_image_set/16319553/16319553_1.jpg']",16319553
data/uob_image_set/16319553/16319553_3.jpg,"['data/uob_image_set/16319553/16319553_2.jpg', 'data/uob_image_set/16319553/16319553_0.jpg', 'data/uob_image_set/16319553/16319553_4.jpg', 'data/uob_image_set/16319553/16319553_1.jpg']",16319553
data/uob_image_set/13057271/13057271_2.jpg,"['data/uob_image_set/13057271/13057271_1.jpg', 'data/uob_image_set/13057271/13057271_3.jpg', 'data/uob_image_set/13057271/13057271_0.jpg']",13057271
data/uob_image_set/13057271/13057271_3.jpg,"['data/uob_image_set/13057271/13057271_1.jpg', 'data/uob_image_set/13057271/13057271_2.jpg', 'data/uob_image_set/13057271/13057271_0.jpg']",13057271
data/uob_image_set/13057271/13057271_1.jpg,"['data/uob_image_set/13057271/13057271_2.jpg', 'data/uob_image_set/13057271/13057271_0.jpg', 'data/uob_image_set/13057271/13057271_3.jpg']",13057271
data/uob_image_set/13057271/13057271_0.jpg,"['data/uob_image_set/13057271/13057271_1.jpg', 'data/uob_image_set/13057271/13057271_2.jpg', 'data/uob_image_set/13057271/13057271_3.jpg']",13057271
data/uob_image_set/14316000/14316000_4.jpg,"['data/uob_image_set/14316000/14316000_1.jpg', 'data/uob_image_set/14316000/14316000_2.jpg', 'data/uob_image_set/14316000/14316000_3.jpg', 'data/uob_image_set/14316000/14316000_0.jpg']",14316000
data/uob_image_set/14316000/14316000_2.jpg,"['data/uob_image_set/14316000/14316000_1.jpg', 'data/uob_image_set/14316000/14316000_4.jpg', 'data/uob_image_set/14316000/14316000_3.jpg', 'data/uob_image_set/14316000/14316000_0.jpg']",14316000
data/uob_image_set/14316000/14316000_1.jpg,"['data/uob_image_set/14316000/14316000_4.jpg', 'data/uob_image_set/14316000/14316000_2.jpg', 'data/uob_image_set/14316000/14316000_3.jpg', 'data/uob_image_set/14316000/14316000_0.jpg']",14316000
data/uob_image_set/14316000/14316000_0.jpg,"['data/uob_image_set/14316000/14316000_1.jpg', 'data/uob_image_set/14316000/14316000_4.jpg', 'data/uob_image_set/14316000/14316000_3.jpg', 'data/uob_image_set/14316000/14316000_2.jpg']",14316000
data/uob_image_set/14316000/14316000_3.jpg,"['data/uob_image_set/14316000/14316000_1.jpg', 'data/uob_image_set/14316000/14316000_4.jpg', 'data/uob_image_set/14316000/14316000_2.jpg', 'data/uob_image_set/14316000/14316000_0.jpg']",14316000
data/uob_image_set/16068040/16068040_0.jpg,"['data/uob_image_set/16068040/16068040_1.jpg', 'data/uob_image_set/16068040/16068040_3.jpg', 'data/uob_image_set/16068040/16068040_2.jpg']",16068040
data/uob_image_set/16068040/16068040_3.jpg,"['data/uob_image_set/16068040/16068040_0.jpg', 'data/uob_image_set/16068040/16068040_1.jpg', 'data/uob_image_set/16068040/16068040_2.jpg']",16068040
data/uob_image_set/16068040/16068040_1.jpg,"['data/uob_image_set/16068040/16068040_0.jpg', 'data/uob_image_set/16068040/16068040_3.jpg', 'data/uob_image_set/16068040/16068040_2.jpg']",16068040
data/uob_image_set/16068040/16068040_2.jpg,"['data/uob_image_set/16068040/16068040_0.jpg', 'data/uob_image_set/16068040/16068040_3.jpg', 'data/uob_image_set/16068040/16068040_1.jpg']",16068040
data/uob_image_set/16182318/16182318_4.jpg,"['data/uob_image_set/16182318/16182318_1.jpg', 'data/uob_image_set/16182318/16182318_2.jpg', 'data/uob_image_set/16182318/16182318_0.jpg', 'data/uob_image_set/16182318/16182318_3.jpg']",16182318
data/uob_image_set/16182318/16182318_0.jpg,"['data/uob_image_set/16182318/16182318_4.jpg', 'data/uob_image_set/16182318/16182318_1.jpg', 'data/uob_image_set/16182318/16182318_2.jpg', 'data/uob_image_set/16182318/16182318_3.jpg']",16182318
data/uob_image_set/16182318/16182318_1.jpg,"['data/uob_image_set/16182318/16182318_4.jpg', 'data/uob_image_set/16182318/16182318_2.jpg', 'data/uob_image_set/16182318/16182318_0.jpg', 'data/uob_image_set/16182318/16182318_3.jpg']",16182318
data/uob_image_set/16182318/16182318_3.jpg,"['data/uob_image_set/16182318/16182318_4.jpg', 'data/uob_image_set/16182318/16182318_1.jpg', 'data/uob_image_set/16182318/16182318_2.jpg', 'data/uob_image_set/16182318/16182318_0.jpg']",16182318
data/uob_image_set/16182318/16182318_2.jpg,"['data/uob_image_set/16182318/16182318_4.jpg', 'data/uob_image_set/16182318/16182318_1.jpg', 'data/uob_image_set/16182318/16182318_0.jpg', 'data/uob_image_set/16182318/16182318_3.jpg']",16182318
data/uob_image_set/15986983/15986983_1.jpg,"['data/uob_image_set/15986983/15986983_0.jpg', 'data/uob_image_set/15986983/15986983_2.jpg']",15986983
data/uob_image_set/15986983/15986983_0.jpg,"['data/uob_image_set/15986983/15986983_2.jpg', 'data/uob_image_set/15986983/15986983_1.jpg']",15986983
data/uob_image_set/15986983/15986983_2.jpg,"['data/uob_image_set/15986983/15986983_0.jpg', 'data/uob_image_set/15986983/15986983_1.jpg']",15986983
data/uob_image_set/14769105/14769105_2.jpg,"['data/uob_image_set/14769105/14769105_3.jpg', 'data/uob_image_set/14769105/14769105_4.jpg', 'data/uob_image_set/14769105/14769105_0.jpg', 'data/uob_image_set/14769105/14769105_1.jpg']",14769105
data/uob_image_set/14769105/14769105_4.jpg,"['data/uob_image_set/14769105/14769105_3.jpg', 'data/uob_image_set/14769105/14769105_0.jpg', 'data/uob_image_set/14769105/14769105_1.jpg', 'data/uob_image_set/14769105/14769105_2.jpg']",14769105
data/uob_image_set/14769105/14769105_1.jpg,"['data/uob_image_set/14769105/14769105_3.jpg', 'data/uob_image_set/14769105/14769105_4.jpg', 'data/uob_image_set/14769105/14769105_0.jpg', 'data/uob_image_set/14769105/14769105_2.jpg']",14769105
data/uob_image_set/14769105/14769105_0.jpg,"['data/uob_image_set/14769105/14769105_3.jpg', 'data/uob_image_set/14769105/14769105_4.jpg', 'data/uob_image_set/14769105/14769105_1.jpg', 'data/uob_image_set/14769105/14769105_2.jpg']",14769105
data/uob_image_set/14769105/14769105_3.jpg,"['data/uob_image_set/14769105/14769105_4.jpg', 'data/uob_image_set/14769105/14769105_0.jpg', 'data/uob_image_set/14769105/14769105_1.jpg', 'data/uob_image_set/14769105/14769105_2.jpg']",14769105
data/uob_image_set/16282971/16282971_3.jpg,"['data/uob_image_set/16282971/16282971_0.jpg', 'data/uob_image_set/16282971/16282971_1.jpg', 'data/uob_image_set/16282971/16282971_2.jpg', 'data/uob_image_set/16282971/16282971_4.jpg']",16282971
data/uob_image_set/16282971/16282971_0.jpg,"['data/uob_image_set/16282971/16282971_1.jpg', 'data/uob_image_set/16282971/16282971_3.jpg', 'data/uob_image_set/16282971/16282971_2.jpg', 'data/uob_image_set/16282971/16282971_4.jpg']",16282971
data/uob_image_set/16282971/16282971_1.jpg,"['data/uob_image_set/16282971/16282971_0.jpg', 'data/uob_image_set/16282971/16282971_3.jpg', 'data/uob_image_set/16282971/16282971_2.jpg', 'data/uob_image_set/16282971/16282971_4.jpg']",16282971
data/uob_image_set/16282971/16282971_4.jpg,"['data/uob_image_set/16282971/16282971_0.jpg', 'data/uob_image_set/16282971/16282971_1.jpg', 'data/uob_image_set/16282971/16282971_3.jpg', 'data/uob_image_set/16282971/16282971_2.jpg']",16282971
data/uob_image_set/16282971/16282971_2.jpg,"['data/uob_image_set/16282971/16282971_0.jpg', 'data/uob_image_set/16282971/16282971_1.jpg', 'data/uob_image_set/16282971/16282971_3.jpg', 'data/uob_image_set/16282971/16282971_4.jpg']",16282971
data/uob_image_set/13792370/13792370_2.jpg,"['data/uob_image_set/13792370/13792370_1.jpg', 'data/uob_image_set/13792370/13792370_0.jpg', 'data/uob_image_set/13792370/13792370_3.jpg']",13792370
data/uob_image_set/13792370/13792370_1.jpg,"['data/uob_image_set/13792370/13792370_2.jpg', 'data/uob_image_set/13792370/13792370_0.jpg', 'data/uob_image_set/13792370/13792370_3.jpg']",13792370
data/uob_image_set/13792370/13792370_3.jpg,"['data/uob_image_set/13792370/13792370_2.jpg', 'data/uob_image_set/13792370/13792370_1.jpg', 'data/uob_image_set/13792370/13792370_0.jpg']",13792370
data/uob_image_set/13792370/13792370_0.jpg,"['data/uob_image_set/13792370/13792370_1.jpg', 'data/uob_image_set/13792370/13792370_2.jpg', 'data/uob_image_set/13792370/13792370_3.jpg']",13792370
data/uob_image_set/15055310/15055310_0.jpg,"['data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_4.jpg', 'data/uob_image_set/15055310/15055310_3.jpg']",15055310
data/uob_image_set/15055310/15055310_4.jpg,"['data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_0.jpg']",15055310
data/uob_image_set/15055310/15055310_3.jpg,"['data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_4.jpg', 'data/uob_image_set/15055310/15055310_0.jpg']",15055310
data/uob_image_set/15055310/15055310_2.jpg,"['data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_4.jpg', 'data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_0.jpg']",15055310
data/uob_image_set/15055310/15055310_1.jpg,"['data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_4.jpg', 'data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_0.jpg']",15055310
data/uob_image_set/14721611/14721611_4.jpg,"['data/uob_image_set/14721611/14721611_1.jpg', 'data/uob_image_set/14721611/14721611_0.jpg', 'data/uob_image_set/14721611/14721611_2.jpg', 'data/uob_image_set/14721611/14721611_3.jpg']",14721611
data/uob_image_set/14721611/14721611_0.jpg,"['data/uob_image_set/14721611/14721611_1.jpg', 'data/uob_image_set/14721611/14721611_4.jpg', 'data/uob_image_set/14721611/14721611_2.jpg', 'data/uob_image_set/14721611/14721611_3.jpg']",14721611
data/uob_image_set/14721611/14721611_3.jpg,"['data/uob_image_set/14721611/14721611_1.jpg', 'data/uob_image_set/14721611/14721611_0.jpg', 'data/uob_image_set/14721611/14721611_2.jpg', 'data/uob_image_set/14721611/14721611_4.jpg']",14721611
data/uob_image_set/14721611/14721611_2.jpg,"['data/uob_image_set/14721611/14721611_4.jpg', 'data/uob_image_set/14721611/14721611_0.jpg', 'data/uob_image_set/14721611/14721611_1.jpg', 'data/uob_image_set/14721611/14721611_3.jpg']",14721611
data/uob_image_set/14721611/14721611_1.jpg,"['data/uob_image_set/14721611/14721611_4.jpg', 'data/uob_image_set/14721611/14721611_0.jpg', 'data/uob_image_set/14721611/14721611_2.jpg', 'data/uob_image_set/14721611/14721611_3.jpg']",14721611
data/uob_image_set/13474868/13474868_3.jpg,"['data/uob_image_set/13474868/13474868_1.jpg', 'data/uob_image_set/13474868/13474868_0.jpg', 'data/uob_image_set/13474868/13474868_2.jpg']",13474868
data/uob_image_set/13474868/13474868_1.jpg,"['data/uob_image_set/13474868/13474868_3.jpg', 'data/uob_image_set/13474868/13474868_0.jpg', 'data/uob_image_set/13474868/13474868_2.jpg']",13474868
data/uob_image_set/13474868/13474868_2.jpg,"['data/uob_image_set/13474868/13474868_1.jpg', 'data/uob_image_set/13474868/13474868_3.jpg', 'data/uob_image_set/13474868/13474868_0.jpg']",13474868
data/uob_image_set/13474868/13474868_0.jpg,"['data/uob_image_set/13474868/13474868_1.jpg', 'data/uob_image_set/13474868/13474868_3.jpg', 'data/uob_image_set/13474868/13474868_2.jpg']",13474868
data/uob_image_set/15843632/15843632_2.jpg,"['data/uob_image_set/15843632/15843632_1.jpg', 'data/uob_image_set/15843632/15843632_0.jpg', 'data/uob_image_set/15843632/15843632_3.jpg']",15843632
data/uob_image_set/15843632/15843632_3.jpg,"['data/uob_image_set/15843632/15843632_1.jpg', 'data/uob_image_set/15843632/15843632_2.jpg', 'data/uob_image_set/15843632/15843632_0.jpg']",15843632
data/uob_image_set/15843632/15843632_1.jpg,"['data/uob_image_set/15843632/15843632_2.jpg', 'data/uob_image_set/15843632/15843632_0.jpg', 'data/uob_image_set/15843632/15843632_3.jpg']",15843632
data/uob_image_set/15843632/15843632_0.jpg,"['data/uob_image_set/15843632/15843632_1.jpg', 'data/uob_image_set/15843632/15843632_2.jpg', 'data/uob_image_set/15843632/15843632_3.jpg']",15843632
data/uob_image_set/15615907/15615907_1.jpg,"['data/uob_image_set/15615907/15615907_0.jpg', 'data/uob_image_set/15615907/15615907_3.jpg', 'data/uob_image_set/15615907/15615907_2.jpg']",15615907
data/uob_image_set/15615907/15615907_0.jpg,"['data/uob_image_set/15615907/15615907_1.jpg', 'data/uob_image_set/15615907/15615907_3.jpg', 'data/uob_image_set/15615907/15615907_2.jpg']",15615907
data/uob_image_set/15615907/15615907_3.jpg,"['data/uob_image_set/15615907/15615907_0.jpg', 'data/uob_image_set/15615907/15615907_1.jpg', 'data/uob_image_set/15615907/15615907_2.jpg']",15615907
data/uob_image_set/15615907/15615907_2.jpg,"['data/uob_image_set/15615907/15615907_0.jpg', 'data/uob_image_set/15615907/15615907_1.jpg', 'data/uob_image_set/15615907/15615907_3.jpg']",15615907
data/uob_image_set/15789760/15789760_0.jpg,"['data/uob_image_set/15789760/15789760_1.jpg', 'data/uob_image_set/15789760/15789760_2.jpg']",15789760
data/uob_image_set/15789760/15789760_2.jpg,"['data/uob_image_set/15789760/15789760_1.jpg', 'data/uob_image_set/15789760/15789760_0.jpg']",15789760
data/uob_image_set/15789760/15789760_1.jpg,"['data/uob_image_set/15789760/15789760_2.jpg', 'data/uob_image_set/15789760/15789760_0.jpg']",15789760
data/uob_image_set/14088016/14088016_3.jpg,"['data/uob_image_set/14088016/14088016_2.jpg', 'data/uob_image_set/14088016/14088016_0.jpg', 'data/uob_image_set/14088016/14088016_1.jpg', 'data/uob_image_set/14088016/14088016_4.jpg']",14088016
data/uob_image_set/14088016/14088016_4.jpg,"['data/uob_image_set/14088016/14088016_3.jpg', 'data/uob_image_set/14088016/14088016_2.jpg', 'data/uob_image_set/14088016/14088016_0.jpg', 'data/uob_image_set/14088016/14088016_1.jpg']",14088016
data/uob_image_set/14088016/14088016_1.jpg,"['data/uob_image_set/14088016/14088016_3.jpg', 'data/uob_image_set/14088016/14088016_2.jpg', 'data/uob_image_set/14088016/14088016_0.jpg', 'data/uob_image_set/14088016/14088016_4.jpg']",14088016
data/uob_image_set/14088016/14088016_0.jpg,"['data/uob_image_set/14088016/14088016_3.jpg', 'data/uob_image_set/14088016/14088016_2.jpg', 'data/uob_image_set/14088016/14088016_1.jpg', 'data/uob_image_set/14088016/14088016_4.jpg']",14088016
data/uob_image_set/14088016/14088016_2.jpg,"['data/uob_image_set/14088016/14088016_3.jpg', 'data/uob_image_set/14088016/14088016_0.jpg', 'data/uob_image_set/14088016/14088016_1.jpg', 'data/uob_image_set/14088016/14088016_4.jpg']",14088016
data/uob_image_set/15876535/15876535_1.jpg,"['data/uob_image_set/15876535/15876535_2.jpg', 'data/uob_image_set/15876535/15876535_0.jpg', 'data/uob_image_set/15876535/15876535_4.jpg', 'data/uob_image_set/15876535/15876535_3.jpg']",15876535
data/uob_image_set/15876535/15876535_3.jpg,"['data/uob_image_set/15876535/15876535_2.jpg', 'data/uob_image_set/15876535/15876535_0.jpg', 'data/uob_image_set/15876535/15876535_4.jpg', 'data/uob_image_set/15876535/15876535_1.jpg']",15876535
data/uob_image_set/15876535/15876535_2.jpg,"['data/uob_image_set/15876535/15876535_0.jpg', 'data/uob_image_set/15876535/15876535_1.jpg', 'data/uob_image_set/15876535/15876535_4.jpg', 'data/uob_image_set/15876535/15876535_3.jpg']",15876535
data/uob_image_set/15876535/15876535_0.jpg,"['data/uob_image_set/15876535/15876535_2.jpg', 'data/uob_image_set/15876535/15876535_1.jpg', 'data/uob_image_set/15876535/15876535_4.jpg', 'data/uob_image_set/15876535/15876535_3.jpg']",15876535
data/uob_image_set/15876535/15876535_4.jpg,"['data/uob_image_set/15876535/15876535_2.jpg', 'data/uob_image_set/15876535/15876535_0.jpg', 'data/uob_image_set/15876535/15876535_1.jpg', 'data/uob_image_set/15876535/15876535_3.jpg']",15876535
data/uob_image_set/14556473/14556473_2.jpg,"['data/uob_image_set/14556473/14556473_0.jpg', 'data/uob_image_set/14556473/14556473_1.jpg', 'data/uob_image_set/14556473/14556473_3.jpg']",14556473
data/uob_image_set/14556473/14556473_0.jpg,"['data/uob_image_set/14556473/14556473_1.jpg', 'data/uob_image_set/14556473/14556473_2.jpg', 'data/uob_image_set/14556473/14556473_3.jpg']",14556473
data/uob_image_set/14556473/14556473_3.jpg,"['data/uob_image_set/14556473/14556473_0.jpg', 'data/uob_image_set/14556473/14556473_1.jpg', 'data/uob_image_set/14556473/14556473_2.jpg']",14556473
data/uob_image_set/14556473/14556473_1.jpg,"['data/uob_image_set/14556473/14556473_0.jpg', 'data/uob_image_set/14556473/14556473_2.jpg', 'data/uob_image_set/14556473/14556473_3.jpg']",14556473
data/uob_image_set/14688977/14688977_2.jpg,"['data/uob_image_set/14688977/14688977_1.jpg', 'data/uob_image_set/14688977/14688977_0.jpg']",14688977
data/uob_image_set/14688977/14688977_0.jpg,"['data/uob_image_set/14688977/14688977_1.jpg', 'data/uob_image_set/14688977/14688977_2.jpg']",14688977
data/uob_image_set/14688977/14688977_1.jpg,"['data/uob_image_set/14688977/14688977_2.jpg', 'data/uob_image_set/14688977/14688977_0.jpg']",14688977
data/uob_image_set/15955453/15955453_1.jpg,"['data/uob_image_set/15955453/15955453_2.jpg', 'data/uob_image_set/15955453/15955453_4.jpg', 'data/uob_image_set/15955453/15955453_0.jpg', 'data/uob_image_set/15955453/15955453_3.jpg']",15955453
data/uob_image_set/15955453/15955453_3.jpg,"['data/uob_image_set/15955453/15955453_2.jpg', 'data/uob_image_set/15955453/15955453_4.jpg', 'data/uob_image_set/15955453/15955453_1.jpg', 'data/uob_image_set/15955453/15955453_0.jpg']",15955453
data/uob_image_set/15955453/15955453_0.jpg,"['data/uob_image_set/15955453/15955453_2.jpg', 'data/uob_image_set/15955453/15955453_4.jpg', 'data/uob_image_set/15955453/15955453_1.jpg', 'data/uob_image_set/15955453/15955453_3.jpg']",15955453
data/uob_image_set/15955453/15955453_4.jpg,"['data/uob_image_set/15955453/15955453_2.jpg', 'data/uob_image_set/15955453/15955453_1.jpg', 'data/uob_image_set/15955453/15955453_0.jpg', 'data/uob_image_set/15955453/15955453_3.jpg']",15955453
data/uob_image_set/15955453/15955453_2.jpg,"['data/uob_image_set/15955453/15955453_4.jpg', 'data/uob_image_set/15955453/15955453_1.jpg', 'data/uob_image_set/15955453/15955453_0.jpg', 'data/uob_image_set/15955453/15955453_3.jpg']",15955453
data/uob_image_set/13276919/13276919_1.jpg,"['data/uob_image_set/13276919/13276919_2.jpg', 'data/uob_image_set/13276919/13276919_0.jpg', 'data/uob_image_set/13276919/13276919_3.jpg']",13276919
data/uob_image_set/13276919/13276919_0.jpg,"['data/uob_image_set/13276919/13276919_1.jpg', 'data/uob_image_set/13276919/13276919_2.jpg', 'data/uob_image_set/13276919/13276919_3.jpg']",13276919
data/uob_image_set/13276919/13276919_2.jpg,"['data/uob_image_set/13276919/13276919_1.jpg', 'data/uob_image_set/13276919/13276919_3.jpg', 'data/uob_image_set/13276919/13276919_0.jpg']",13276919
data/uob_image_set/13276919/13276919_3.jpg,"['data/uob_image_set/13276919/13276919_1.jpg', 'data/uob_image_set/13276919/13276919_2.jpg', 'data/uob_image_set/13276919/13276919_0.jpg']",13276919
data/uob_image_set/16016887/16016887_3.jpg,"['data/uob_image_set/16016887/16016887_4.jpg', 'data/uob_image_set/16016887/16016887_2.jpg', 'data/uob_image_set/16016887/16016887_0.jpg', 'data/uob_image_set/16016887/16016887_1.jpg']",16016887
data/uob_image_set/16016887/16016887_2.jpg,"['data/uob_image_set/16016887/16016887_3.jpg', 'data/uob_image_set/16016887/16016887_4.jpg', 'data/uob_image_set/16016887/16016887_0.jpg', 'data/uob_image_set/16016887/16016887_1.jpg']",16016887
data/uob_image_set/16016887/16016887_0.jpg,"['data/uob_image_set/16016887/16016887_4.jpg', 'data/uob_image_set/16016887/16016887_2.jpg', 'data/uob_image_set/16016887/16016887_3.jpg', 'data/uob_image_set/16016887/16016887_1.jpg']",16016887
data/uob_image_set/16016887/16016887_4.jpg,"['data/uob_image_set/16016887/16016887_3.jpg', 'data/uob_image_set/16016887/16016887_2.jpg', 'data/uob_image_set/16016887/16016887_0.jpg', 'data/uob_image_set/16016887/16016887_1.jpg']",16016887
data/uob_image_set/16016887/16016887_1.jpg,"['data/uob_image_set/16016887/16016887_4.jpg', 'data/uob_image_set/16016887/16016887_2.jpg', 'data/uob_image_set/16016887/16016887_0.jpg', 'data/uob_image_set/16016887/16016887_3.jpg']",16016887
data/uob_image_set/16015840/16015840_2.jpg,"['data/uob_image_set/16015840/16015840_3.jpg', 'data/uob_image_set/16015840/16015840_1.jpg', 'data/uob_image_set/16015840/16015840_0.jpg']",16015840
data/uob_image_set/16015840/16015840_3.jpg,"['data/uob_image_set/16015840/16015840_2.jpg', 'data/uob_image_set/16015840/16015840_1.jpg', 'data/uob_image_set/16015840/16015840_0.jpg']",16015840
data/uob_image_set/16015840/16015840_0.jpg,"['data/uob_image_set/16015840/16015840_2.jpg', 'data/uob_image_set/16015840/16015840_3.jpg', 'data/uob_image_set/16015840/16015840_1.jpg']",16015840
data/uob_image_set/16015840/16015840_1.jpg,"['data/uob_image_set/16015840/16015840_2.jpg', 'data/uob_image_set/16015840/16015840_3.jpg', 'data/uob_image_set/16015840/16015840_0.jpg']",16015840
data/uob_image_set/14927096/14927096_3.jpg,"['data/uob_image_set/14927096/14927096_2.jpg', 'data/uob_image_set/14927096/14927096_4.jpg', 'data/uob_image_set/14927096/14927096_1.jpg', 'data/uob_image_set/14927096/14927096_0.jpg']",14927096
