,image_path,similar_images
11,data/uob_image_set/15341478/15341478_3.jpg,"['data/uob_image_set/15341478/15341478_1.jpg', 'data/uob_image_set/15341478/15341478_3.jpg', 'data/uob_image_set/15341478/15341478_0.jpg', 'data/uob_image_set/15341478/15341478_4.jpg', 'data/uob_image_set/15341478/15341478_2.jpg']"
12,data/uob_image_set/15341478/15341478_1.jpg,"['data/uob_image_set/15341478/15341478_1.jpg', 'data/uob_image_set/15341478/15341478_3.jpg', 'data/uob_image_set/15341478/15341478_0.jpg', 'data/uob_image_set/15341478/15341478_4.jpg', 'data/uob_image_set/15341478/15341478_2.jpg']"
13,data/uob_image_set/15341478/15341478_4.jpg,"['data/uob_image_set/15341478/15341478_1.jpg', 'data/uob_image_set/15341478/15341478_3.jpg', 'data/uob_image_set/15341478/15341478_0.jpg', 'data/uob_image_set/15341478/15341478_4.jpg', 'data/uob_image_set/15341478/15341478_2.jpg']"
14,data/uob_image_set/15341478/15341478_2.jpg,"['data/uob_image_set/15341478/15341478_1.jpg', 'data/uob_image_set/15341478/15341478_3.jpg', 'data/uob_image_set/15341478/15341478_0.jpg', 'data/uob_image_set/15341478/15341478_4.jpg', 'data/uob_image_set/15341478/15341478_2.jpg']"
15,data/uob_image_set/15055310/15055310_4.jpg,"['data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_4.jpg']"
16,data/uob_image_set/15055310/15055310_1.jpg,"['data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_4.jpg']"
17,data/uob_image_set/15055310/15055310_0.jpg,"['data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_4.jpg']"
18,data/uob_image_set/15055310/15055310_2.jpg,"['data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_4.jpg']"
19,data/uob_image_set/15055310/15055310_3.jpg,"['data/uob_image_set/15055310/15055310_3.jpg', 'data/uob_image_set/15055310/15055310_0.jpg', 'data/uob_image_set/15055310/15055310_1.jpg', 'data/uob_image_set/15055310/15055310_2.jpg', 'data/uob_image_set/15055310/15055310_4.jpg']"
20,data/uob_image_set/14180533/14180533_0.jpg,"['data/uob_image_set/14180533/14180533_3.jpg', 'data/uob_image_set/14180533/14180533_4.jpg', 'data/uob_image_set/14180533/14180533_0.jpg', 'data/uob_image_set/14180533/14180533_2.jpg', 'data/uob_image_set/14180533/14180533_1.jpg']"
21,data/uob_image_set/14180533/14180533_1.jpg,"['data/uob_image_set/14180533/14180533_3.jpg', 'data/uob_image_set/14180533/14180533_4.jpg', 'data/uob_image_set/14180533/14180533_0.jpg', 'data/uob_image_set/14180533/14180533_2.jpg', 'data/uob_image_set/14180533/14180533_1.jpg']"
22,data/uob_image_set/14180533/14180533_3.jpg,"['data/uob_image_set/14180533/14180533_3.jpg', 'data/uob_image_set/14180533/14180533_4.jpg', 'data/uob_image_set/14180533/14180533_0.jpg', 'data/uob_image_set/14180533/14180533_2.jpg', 'data/uob_image_set/14180533/14180533_1.jpg']"
23,data/uob_image_set/14180533/14180533_4.jpg,"['data/uob_image_set/14180533/14180533_3.jpg', 'data/uob_image_set/14180533/14180533_4.jpg', 'data/uob_image_set/14180533/14180533_0.jpg', 'data/uob_image_set/14180533/14180533_2.jpg', 'data/uob_image_set/14180533/14180533_1.jpg']"
24,data/uob_image_set/14180533/14180533_2.jpg,"['data/uob_image_set/14180533/14180533_3.jpg', 'data/uob_image_set/14180533/14180533_4.jpg', 'data/uob_image_set/14180533/14180533_0.jpg', 'data/uob_image_set/14180533/14180533_2.jpg', 'data/uob_image_set/14180533/14180533_1.jpg']"
25,data/uob_image_set/15339452/15339452_1.jpg,"['data/uob_image_set/15339452/15339452_4.jpg', 'data/uob_image_set/15339452/15339452_3.jpg', 'data/uob_image_set/15339452/15339452_1.jpg', 'data/uob_image_set/15339452/15339452_2.jpg', 'data/uob_image_set/15339452/15339452_0.jpg']"
26,data/uob_image_set/15339452/15339452_4.jpg,"['data/uob_image_set/15339452/15339452_4.jpg', 'data/uob_image_set/15339452/15339452_3.jpg', 'data/uob_image_set/15339452/15339452_1.jpg', 'data/uob_image_set/15339452/15339452_2.jpg', 'data/uob_image_set/15339452/15339452_0.jpg']"
27,data/uob_image_set/15339452/15339452_2.jpg,"['data/uob_image_set/15339452/15339452_4.jpg', 'data/uob_image_set/15339452/15339452_3.jpg', 'data/uob_image_set/15339452/15339452_1.jpg', 'data/uob_image_set/15339452/15339452_2.jpg', 'data/uob_image_set/15339452/15339452_0.jpg']"
28,data/uob_image_set/15339452/15339452_0.jpg,"['data/uob_image_set/15339452/15339452_4.jpg', 'data/uob_image_set/15339452/15339452_3.jpg', 'data/uob_image_set/15339452/15339452_1.jpg', 'data/uob_image_set/15339452/15339452_2.jpg', 'data/uob_image_set/15339452/15339452_0.jpg']"
29,data/uob_image_set/15339452/15339452_3.jpg,"['data/uob_image_set/15339452/15339452_4.jpg', 'data/uob_image_set/15339452/15339452_3.jpg', 'data/uob_image_set/15339452/15339452_1.jpg', 'data/uob_image_set/15339452/15339452_2.jpg', 'data/uob_image_set/15339452/15339452_0.jpg']"
30,data/uob_image_set/15559482/15559482_4.jpg,"['data/uob_image_set/15559482/15559482_2.jpg', 'data/uob_image_set/15559482/15559482_0.jpg', 'data/uob_image_set/15559482/15559482_1.jpg', 'data/uob_image_set/15559482/15559482_4.jpg', 'data/uob_image_set/15559482/15559482_3.jpg']"
31,data/uob_image_set/15559482/15559482_0.jpg,"['data/uob_image_set/15559482/15559482_2.jpg', 'data/uob_image_set/15559482/15559482_0.jpg', 'data/uob_image_set/15559482/15559482_1.jpg', 'data/uob_image_set/15559482/15559482_4.jpg', 'data/uob_image_set/15559482/15559482_3.jpg']"
32,data/uob_image_set/15559482/15559482_3.jpg,"['data/uob_image_set/15559482/15559482_2.jpg', 'data/uob_image_set/15559482/15559482_0.jpg', 'data/uob_image_set/15559482/15559482_1.jpg', 'data/uob_image_set/15559482/15559482_4.jpg', 'data/uob_image_set/15559482/15559482_3.jpg']"
33,data/uob_image_set/15559482/15559482_1.jpg,"['data/uob_image_set/15559482/15559482_2.jpg', 'data/uob_image_set/15559482/15559482_0.jpg', 'data/uob_image_set/15559482/15559482_1.jpg', 'data/uob_image_set/15559482/15559482_4.jpg', 'data/uob_image_set/15559482/15559482_3.jpg']"
34,data/uob_image_set/15559482/15559482_2.jpg,"['data/uob_image_set/15559482/15559482_2.jpg', 'data/uob_image_set/15559482/15559482_0.jpg', 'data/uob_image_set/15559482/15559482_1.jpg', 'data/uob_image_set/15559482/15559482_4.jpg', 'data/uob_image_set/15559482/15559482_3.jpg']"
35,data/uob_image_set/13606828/13606828_2.jpg,"['data/uob_image_set/13606828/13606828_2.jpg', 'data/uob_image_set/13606828/13606828_0.jpg', 'data/uob_image_set/13606828/13606828_1.jpg']"
36,data/uob_image_set/13606828/13606828_0.jpg,"['data/uob_image_set/13606828/13606828_2.jpg', 'data/uob_image_set/13606828/13606828_0.jpg', 'data/uob_image_set/13606828/13606828_1.jpg']"
37,data/uob_image_set/13606828/13606828_1.jpg,"['data/uob_image_set/13606828/13606828_2.jpg', 'data/uob_image_set/13606828/13606828_0.jpg', 'data/uob_image_set/13606828/13606828_1.jpg']"
38,data/uob_image_set/14810345/14810345_3.jpg,"['data/uob_image_set/14810345/14810345_0.jpg', 'data/uob_image_set/14810345/14810345_2.jpg', 'data/uob_image_set/14810345/14810345_4.jpg', 'data/uob_image_set/14810345/14810345_3.jpg', 'data/uob_image_set/14810345/14810345_1.jpg']"
39,data/uob_image_set/14810345/14810345_4.jpg,"['data/uob_image_set/14810345/14810345_0.jpg', 'data/uob_image_set/14810345/14810345_2.jpg', 'data/uob_image_set/14810345/14810345_4.jpg', 'data/uob_image_set/14810345/14810345_3.jpg', 'data/uob_image_set/14810345/14810345_1.jpg']"
40,data/uob_image_set/14810345/14810345_1.jpg,"['data/uob_image_set/14810345/14810345_0.jpg', 'data/uob_image_set/14810345/14810345_2.jpg', 'data/uob_image_set/14810345/14810345_4.jpg', 'data/uob_image_set/14810345/14810345_3.jpg', 'data/uob_image_set/14810345/14810345_1.jpg']"
41,data/uob_image_set/14810345/14810345_0.jpg,"['data/uob_image_set/14810345/14810345_0.jpg', 'data/uob_image_set/14810345/14810345_2.jpg', 'data/uob_image_set/14810345/14810345_4.jpg', 'data/uob_image_set/14810345/14810345_3.jpg', 'data/uob_image_set/14810345/14810345_1.jpg']"
42,data/uob_image_set/14810345/14810345_2.jpg,"['data/uob_image_set/14810345/14810345_0.jpg', 'data/uob_image_set/14810345/14810345_2.jpg', 'data/uob_image_set/14810345/14810345_4.jpg', 'data/uob_image_set/14810345/14810345_3.jpg', 'data/uob_image_set/14810345/14810345_1.jpg']"
43,data/uob_image_set/15021904/15021904_2.jpg,"['data/uob_image_set/15021904/15021904_2.jpg', 'data/uob_image_set/15021904/15021904_4.jpg', 'data/uob_image_set/15021904/15021904_1.jpg', 'data/uob_image_set/15021904/15021904_3.jpg', 'data/uob_image_set/15021904/15021904_0.jpg']"
44,data/uob_image_set/15021904/15021904_3.jpg,"['data/uob_image_set/15021904/15021904_2.jpg', 'data/uob_image_set/15021904/15021904_4.jpg', 'data/uob_image_set/15021904/15021904_1.jpg', 'data/uob_image_set/15021904/15021904_3.jpg', 'data/uob_image_set/15021904/15021904_0.jpg']"
45,data/uob_image_set/15021904/15021904_0.jpg,"['data/uob_image_set/15021904/15021904_2.jpg', 'data/uob_image_set/15021904/15021904_4.jpg', 'data/uob_image_set/15021904/15021904_1.jpg', 'data/uob_image_set/15021904/15021904_3.jpg', 'data/uob_image_set/15021904/15021904_0.jpg']"
46,data/uob_image_set/15021904/15021904_4.jpg,"['data/uob_image_set/15021904/15021904_2.jpg', 'data/uob_image_set/15021904/15021904_4.jpg', 'data/uob_image_set/15021904/15021904_1.jpg', 'data/uob_image_set/15021904/15021904_3.jpg', 'data/uob_image_set/15021904/15021904_0.jpg']"
47,data/uob_image_set/15021904/15021904_1.jpg,"['data/uob_image_set/15021904/15021904_2.jpg', 'data/uob_image_set/15021904/15021904_4.jpg', 'data/uob_image_set/15021904/15021904_1.jpg', 'data/uob_image_set/15021904/15021904_3.jpg', 'data/uob_image_set/15021904/15021904_0.jpg']"
48,data/uob_image_set/16083347/16083347_3.jpg,"['data/uob_image_set/16083347/16083347_0.jpg', 'data/uob_image_set/16083347/16083347_3.jpg', 'data/uob_image_set/16083347/16083347_1.jpg', 'data/uob_image_set/16083347/16083347_4.jpg', 'data/uob_image_set/16083347/16083347_2.jpg']"
49,data/uob_image_set/16083347/16083347_0.jpg,"['data/uob_image_set/16083347/16083347_0.jpg', 'data/uob_image_set/16083347/16083347_3.jpg', 'data/uob_image_set/16083347/16083347_1.jpg', 'data/uob_image_set/16083347/16083347_4.jpg', 'data/uob_image_set/16083347/16083347_2.jpg']"
50,data/uob_image_set/16083347/16083347_4.jpg,"['data/uob_image_set/16083347/16083347_0.jpg', 'data/uob_image_set/16083347/16083347_3.jpg', 'data/uob_image_set/16083347/16083347_1.jpg', 'data/uob_image_set/16083347/16083347_4.jpg', 'data/uob_image_set/16083347/16083347_2.jpg']"
51,data/uob_image_set/16083347/16083347_1.jpg,"['data/uob_image_set/16083347/16083347_0.jpg', 'data/uob_image_set/16083347/16083347_3.jpg', 'data/uob_image_set/16083347/16083347_1.jpg', 'data/uob_image_set/16083347/16083347_4.jpg', 'data/uob_image_set/16083347/16083347_2.jpg']"
52,data/uob_image_set/16083347/16083347_2.jpg,"['data/uob_image_set/16083347/16083347_0.jpg', 'data/uob_image_set/16083347/16083347_3.jpg', 'data/uob_image_set/16083347/16083347_1.jpg', 'data/uob_image_set/16083347/16083347_4.jpg', 'data/uob_image_set/16083347/16083347_2.jpg']"
53,data/uob_image_set/16116457/16116457_4.jpg,"['data/uob_image_set/16116457/16116457_1.jpg', 'data/uob_image_set/16116457/16116457_3.jpg', 'data/uob_image_set/16116457/16116457_2.jpg', 'data/uob_image_set/16116457/16116457_4.jpg', 'data/uob_image_set/16116457/16116457_0.jpg']"
54,data/uob_image_set/16116457/16116457_3.jpg,"['data/uob_image_set/16116457/16116457_1.jpg', 'data/uob_image_set/16116457/16116457_3.jpg', 'data/uob_image_set/16116457/16116457_2.jpg', 'data/uob_image_set/16116457/16116457_4.jpg', 'data/uob_image_set/16116457/16116457_0.jpg']"
55,data/uob_image_set/16116457/16116457_2.jpg,"['data/uob_image_set/16116457/16116457_1.jpg', 'data/uob_image_set/16116457/16116457_3.jpg', 'data/uob_image_set/16116457/16116457_2.jpg', 'data/uob_image_set/16116457/16116457_4.jpg', 'data/uob_image_set/16116457/16116457_0.jpg']"
56,data/uob_image_set/16116457/16116457_1.jpg,"['data/uob_image_set/16116457/16116457_1.jpg', 'data/uob_image_set/16116457/16116457_3.jpg', 'data/uob_image_set/16116457/16116457_2.jpg', 'data/uob_image_set/16116457/16116457_4.jpg', 'data/uob_image_set/16116457/16116457_0.jpg']"
57,data/uob_image_set/16116457/16116457_0.jpg,"['data/uob_image_set/16116457/16116457_1.jpg', 'data/uob_image_set/16116457/16116457_3.jpg', 'data/uob_image_set/16116457/16116457_2.jpg', 'data/uob_image_set/16116457/16116457_4.jpg', 'data/uob_image_set/16116457/16116457_0.jpg']"
58,data/uob_image_set/14949025/14949025_2.jpg,"['data/uob_image_set/14949025/14949025_2.jpg', 'data/uob_image_set/14949025/14949025_1.jpg', 'data/uob_image_set/14949025/14949025_3.jpg', 'data/uob_image_set/14949025/14949025_4.jpg', 'data/uob_image_set/14949025/14949025_0.jpg']"
59,data/uob_image_set/14949025/14949025_3.jpg,"['data/uob_image_set/14949025/14949025_2.jpg', 'data/uob_image_set/14949025/14949025_1.jpg', 'data/uob_image_set/14949025/14949025_3.jpg', 'data/uob_image_set/14949025/14949025_4.jpg', 'data/uob_image_set/14949025/14949025_0.jpg']"
60,data/uob_image_set/14949025/14949025_1.jpg,"['data/uob_image_set/14949025/14949025_2.jpg', 'data/uob_image_set/14949025/14949025_1.jpg', 'data/uob_image_set/14949025/14949025_3.jpg', 'data/uob_image_set/14949025/14949025_4.jpg', 'data/uob_image_set/14949025/14949025_0.jpg']"
61,data/uob_image_set/14949025/14949025_4.jpg,"['data/uob_image_set/14949025/14949025_2.jpg', 'data/uob_image_set/14949025/14949025_1.jpg', 'data/uob_image_set/14949025/14949025_3.jpg', 'data/uob_image_set/14949025/14949025_4.jpg', 'data/uob_image_set/14949025/14949025_0.jpg']"
62,data/uob_image_set/14949025/14949025_0.jpg,"['data/uob_image_set/14949025/14949025_2.jpg', 'data/uob_image_set/14949025/14949025_1.jpg', 'data/uob_image_set/14949025/14949025_3.jpg', 'data/uob_image_set/14949025/14949025_4.jpg', 'data/uob_image_set/14949025/14949025_0.jpg']"
63,data/uob_image_set/15608656/15608656_3.jpg,"['data/uob_image_set/15608656/15608656_4.jpg', 'data/uob_image_set/15608656/15608656_0.jpg', 'data/uob_image_set/15608656/15608656_1.jpg', 'data/uob_image_set/15608656/15608656_2.jpg', 'data/uob_image_set/15608656/15608656_3.jpg']"
64,data/uob_image_set/15608656/15608656_1.jpg,"['data/uob_image_set/15608656/15608656_4.jpg', 'data/uob_image_set/15608656/15608656_0.jpg', 'data/uob_image_set/15608656/15608656_1.jpg', 'data/uob_image_set/15608656/15608656_2.jpg', 'data/uob_image_set/15608656/15608656_3.jpg']"
65,data/uob_image_set/15608656/15608656_0.jpg,"['data/uob_image_set/15608656/15608656_4.jpg', 'data/uob_image_set/15608656/15608656_0.jpg', 'data/uob_image_set/15608656/15608656_1.jpg', 'data/uob_image_set/15608656/15608656_2.jpg', 'data/uob_image_set/15608656/15608656_3.jpg']"
66,data/uob_image_set/15608656/15608656_2.jpg,"['data/uob_image_set/15608656/15608656_4.jpg', 'data/uob_image_set/15608656/15608656_0.jpg', 'data/uob_image_set/15608656/15608656_1.jpg', 'data/uob_image_set/15608656/15608656_2.jpg', 'data/uob_image_set/15608656/15608656_3.jpg']"
67,data/uob_image_set/15608656/15608656_4.jpg,"['data/uob_image_set/15608656/15608656_4.jpg', 'data/uob_image_set/15608656/15608656_0.jpg', 'data/uob_image_set/15608656/15608656_1.jpg', 'data/uob_image_set/15608656/15608656_2.jpg', 'data/uob_image_set/15608656/15608656_3.jpg']"
68,data/uob_image_set/13507603/13507603_0.jpg,"['data/uob_image_set/13507603/13507603_2.jpg', 'data/uob_image_set/13507603/13507603_3.jpg', 'data/uob_image_set/13507603/13507603_0.jpg', 'data/uob_image_set/13507603/13507603_1.jpg']"
69,data/uob_image_set/13507603/13507603_1.jpg,"['data/uob_image_set/13507603/13507603_2.jpg', 'data/uob_image_set/13507603/13507603_3.jpg', 'data/uob_image_set/13507603/13507603_0.jpg', 'data/uob_image_set/13507603/13507603_1.jpg']"
70,data/uob_image_set/13507603/13507603_3.jpg,"['data/uob_image_set/13507603/13507603_2.jpg', 'data/uob_image_set/13507603/13507603_3.jpg', 'data/uob_image_set/13507603/13507603_0.jpg', 'data/uob_image_set/13507603/13507603_1.jpg']"
71,data/uob_image_set/13507603/13507603_2.jpg,"['data/uob_image_set/13507603/13507603_2.jpg', 'data/uob_image_set/13507603/13507603_3.jpg', 'data/uob_image_set/13507603/13507603_0.jpg', 'data/uob_image_set/13507603/13507603_1.jpg']"
72,data/uob_image_set/14871377/14871377_2.jpg,"['data/uob_image_set/14871377/14871377_2.jpg', 'data/uob_image_set/14871377/14871377_1.jpg', 'data/uob_image_set/14871377/14871377_4.jpg', 'data/uob_image_set/14871377/14871377_0.jpg', 'data/uob_image_set/14871377/14871377_3.jpg']"
73,data/uob_image_set/14871377/14871377_4.jpg,"['data/uob_image_set/14871377/14871377_2.jpg', 'data/uob_image_set/14871377/14871377_1.jpg', 'data/uob_image_set/14871377/14871377_4.jpg', 'data/uob_image_set/14871377/14871377_0.jpg', 'data/uob_image_set/14871377/14871377_3.jpg']"
74,data/uob_image_set/14871377/14871377_1.jpg,"['data/uob_image_set/14871377/14871377_2.jpg', 'data/uob_image_set/14871377/14871377_1.jpg', 'data/uob_image_set/14871377/14871377_4.jpg', 'data/uob_image_set/14871377/14871377_0.jpg', 'data/uob_image_set/14871377/14871377_3.jpg']"
75,data/uob_image_set/14871377/14871377_3.jpg,"['data/uob_image_set/14871377/14871377_2.jpg', 'data/uob_image_set/14871377/14871377_1.jpg', 'data/uob_image_set/14871377/14871377_4.jpg', 'data/uob_image_set/14871377/14871377_0.jpg', 'data/uob_image_set/14871377/14871377_3.jpg']"
76,data/uob_image_set/14871377/14871377_0.jpg,"['data/uob_image_set/14871377/14871377_2.jpg', 'data/uob_image_set/14871377/14871377_1.jpg', 'data/uob_image_set/14871377/14871377_4.jpg', 'data/uob_image_set/14871377/14871377_0.jpg', 'data/uob_image_set/14871377/14871377_3.jpg']"
77,data/uob_image_set/15652856/15652856_2.jpg,"['data/uob_image_set/15652856/15652856_0.jpg', 'data/uob_image_set/15652856/15652856_2.jpg', 'data/uob_image_set/15652856/15652856_1.jpg']"
78,data/uob_image_set/15652856/15652856_1.jpg,"['data/uob_image_set/15652856/15652856_0.jpg', 'data/uob_image_set/15652856/15652856_2.jpg', 'data/uob_image_set/15652856/15652856_1.jpg']"
79,data/uob_image_set/15652856/15652856_0.jpg,"['data/uob_image_set/15652856/15652856_0.jpg', 'data/uob_image_set/15652856/15652856_2.jpg', 'data/uob_image_set/15652856/15652856_1.jpg']"
80,data/uob_image_set/12926093/12926093_3.jpg,"['data/uob_image_set/12926093/12926093_4.jpg', 'data/uob_image_set/12926093/12926093_1.jpg', 'data/uob_image_set/12926093/12926093_2.jpg', 'data/uob_image_set/12926093/12926093_3.jpg', 'data/uob_image_set/12926093/12926093_0.jpg']"
81,data/uob_image_set/12926093/12926093_1.jpg,"['data/uob_image_set/12926093/12926093_4.jpg', 'data/uob_image_set/12926093/12926093_1.jpg', 'data/uob_image_set/12926093/12926093_2.jpg', 'data/uob_image_set/12926093/12926093_3.jpg', 'data/uob_image_set/12926093/12926093_0.jpg']"
82,data/uob_image_set/12926093/12926093_0.jpg,"['data/uob_image_set/12926093/12926093_4.jpg', 'data/uob_image_set/12926093/12926093_1.jpg', 'data/uob_image_set/12926093/12926093_2.jpg', 'data/uob_image_set/12926093/12926093_3.jpg', 'data/uob_image_set/12926093/12926093_0.jpg']"
83,data/uob_image_set/12926093/12926093_2.jpg,"['data/uob_image_set/12926093/12926093_4.jpg', 'data/uob_image_set/12926093/12926093_1.jpg', 'data/uob_image_set/12926093/12926093_2.jpg', 'data/uob_image_set/12926093/12926093_3.jpg', 'data/uob_image_set/12926093/12926093_0.jpg']"
84,data/uob_image_set/12926093/12926093_4.jpg,"['data/uob_image_set/12926093/12926093_4.jpg', 'data/uob_image_set/12926093/12926093_1.jpg', 'data/uob_image_set/12926093/12926093_2.jpg', 'data/uob_image_set/12926093/12926093_3.jpg', 'data/uob_image_set/12926093/12926093_0.jpg']"
85,data/uob_image_set/14855327/14855327_4.jpg,"['data/uob_image_set/14855327/14855327_3.jpg', 'data/uob_image_set/14855327/14855327_2.jpg', 'data/uob_image_set/14855327/14855327_1.jpg', 'data/uob_image_set/14855327/14855327_0.jpg', 'data/uob_image_set/14855327/14855327_4.jpg']"
86,data/uob_image_set/14855327/14855327_0.jpg,"['data/uob_image_set/14855327/14855327_3.jpg', 'data/uob_image_set/14855327/14855327_2.jpg', 'data/uob_image_set/14855327/14855327_1.jpg', 'data/uob_image_set/14855327/14855327_0.jpg', 'data/uob_image_set/14855327/14855327_4.jpg']"
87,data/uob_image_set/14855327/14855327_2.jpg,"['data/uob_image_set/14855327/14855327_3.jpg', 'data/uob_image_set/14855327/14855327_2.jpg', 'data/uob_image_set/14855327/14855327_1.jpg', 'data/uob_image_set/14855327/14855327_0.jpg', 'data/uob_image_set/14855327/14855327_4.jpg']"
88,data/uob_image_set/14855327/14855327_3.jpg,"['data/uob_image_set/14855327/14855327_3.jpg', 'data/uob_image_set/14855327/14855327_2.jpg', 'data/uob_image_set/14855327/14855327_1.jpg', 'data/uob_image_set/14855327/14855327_0.jpg', 'data/uob_image_set/14855327/14855327_4.jpg']"
89,data/uob_image_set/14855327/14855327_1.jpg,"['data/uob_image_set/14855327/14855327_3.jpg', 'data/uob_image_set/14855327/14855327_2.jpg', 'data/uob_image_set/14855327/14855327_1.jpg', 'data/uob_image_set/14855327/14855327_0.jpg', 'data/uob_image_set/14855327/14855327_4.jpg']"
90,data/uob_image_set/13738355/13738355_1.jpg,"['data/uob_image_set/13738355/13738355_1.jpg', 'data/uob_image_set/13738355/13738355_2.jpg', 'data/uob_image_set/13738355/13738355_0.jpg']"
91,data/uob_image_set/13738355/13738355_2.jpg,"['data/uob_image_set/13738355/13738355_1.jpg', 'data/uob_image_set/13738355/13738355_2.jpg', 'data/uob_image_set/13738355/13738355_0.jpg']"
92,data/uob_image_set/13738355/13738355_0.jpg,"['data/uob_image_set/13738355/13738355_1.jpg', 'data/uob_image_set/13738355/13738355_2.jpg', 'data/uob_image_set/13738355/13738355_0.jpg']"
93,data/uob_image_set/15773287/15773287_3.jpg,"['data/uob_image_set/15773287/15773287_1.jpg', 'data/uob_image_set/15773287/15773287_2.jpg', 'data/uob_image_set/15773287/15773287_3.jpg', 'data/uob_image_set/15773287/15773287_0.jpg']"
94,data/uob_image_set/15773287/15773287_0.jpg,"['data/uob_image_set/15773287/15773287_1.jpg', 'data/uob_image_set/15773287/15773287_2.jpg', 'data/uob_image_set/15773287/15773287_3.jpg', 'data/uob_image_set/15773287/15773287_0.jpg']"
95,data/uob_image_set/15773287/15773287_1.jpg,"['data/uob_image_set/15773287/15773287_1.jpg', 'data/uob_image_set/15773287/15773287_2.jpg', 'data/uob_image_set/15773287/15773287_3.jpg', 'data/uob_image_set/15773287/15773287_0.jpg']"
